Target;Target_Namespace;Target_Type;Target_Method;Job_Id;Job_AnalyzeLaunchVariance;Job_EvaluateOverhead;Job_MaxAbsoluteError;Job_MaxRelativeError;Job_MinInvokeCount;Job_MinIterationTime;Job_OutlierMode;Job_Affinity;Job_EnvironmentVariables;Job_Jit;Job_Platform;Job_PowerPlanMode;Job_Runtime;Job_AllowVeryLargeObjects;Job_Concurrent;Job_CpuGroups;Job_Force;Job_HeapAffinitizeMask;Job_HeapCount;Job_NoAffinitize;Job_RetainVm;Job_Server;Job_Arguments;Job_BuildConfiguration;Job_Clock;Job_EngineFactory;Job_NuGetReferences;Job_Toolchain;Job_IsMutator;Job_InvocationCount;Job_IterationCount;Job_IterationTime;Job_LaunchCount;Job_MaxIterationCount;Job_MaxWarmupIterationCount;Job_MemoryRandomization;Job_MinIterationCount;Job_MinWarmupIterationCount;Job_RunStrategy;Job_UnrollFactor;Job_WarmupCount;Job_Display;Params;Measurement_LaunchIndex;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Nanoseconds;Measurement_Operations;Measurement_Value;Gen_0;Gen_1;Gen_2;Allocated_Bytes
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Jitting;1;43848200;1;43848200;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;1;81866000;2;40933000;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;2;120269700;3;40089900;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;3;161620500;4;40405125;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;4;202209200;5;40441840;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;5;239699200;6;39949866.67;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;6;281271100;7;40181585.71;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;7;318396600;8;39799575;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;8;360496500;9;40055166.67;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;9;404732600;10;40473260;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;10;442241900;11;40203809.09;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;11;480176100;12;40014675;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Pilot;12;522629600;13;40202276.92;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Warmup;1;524650100;13;40357700;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Warmup;2;526467200;13;40497476.92;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Warmup;3;520679200;13;40052246.15;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Actual;1;520178000;13;40013692.31;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Actual;2;519662700;13;39974053.85;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Actual;3;519447500;13;39957500;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Result;1;520178000;13;40013692.31;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Result;2;519662700;13;39974053.85;0;0;0;1024
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=100;1;Workload;Result;3;519447500;13;39957500;0;0;0;1024
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Overhead;Jitting;1;167900;1;167900;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Jitting;1;385696200;1;385696200;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Warmup;1;441483100;1;441483100;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Warmup;2;444617000;1;444617000;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Warmup;3;446802000;1;446802000;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Actual;1;446365600;1;446365600;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Actual;2;441735200;1;441735200;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Actual;3;444538300;1;444538300;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Result;1;446365600;1;446365600;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Result;2;441735200;1;441735200;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Result;3;444538300;1;444538300;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Overhead;Jitting;1;156500;1;156500;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Jitting;1;391286500;1;391286500;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Warmup;1;402131600;1;402131600;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Warmup;2;390437200;1;390437200;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Warmup;3;396477300;1;396477300;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Actual;1;391963400;1;391963400;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Actual;2;391469400;1;391469400;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Actual;3;402066100;1;402066100;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Result;1;391963400;1;391963400;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Result;2;391469400;1;391469400;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=1000;1;Workload;Result;3;402066100;1;402066100;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Overhead;Jitting;1;184300;1;184300;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Jitting;1;4421407700;1;4421407700;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Warmup;1;12217448600;1;12217448600;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Warmup;2;13466199500;1;13466199500;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Warmup;3;12733289900;1;12733289900;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Actual;1;13326177400;1;13326177400;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Actual;2;13468728800;1;13468728800;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Actual;3;12421519300;1;12421519300;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Result;1;13326177400;1;13326177400;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Result;2;13468728800;1;13468728800;0;0;0;1248
Benchy.CopyWriteFlow;;Benchy;CopyWriteFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Result;3;12421519300;1;12421519300;0;0;0;1248
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Overhead;Jitting;1;168500;1;168500;0;0;0;2232
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Jitting;1;12209467700;1;12209467700;0;0;0;2232
Benchy.CopyReadFlow;;Benchy;CopyReadFlow;ShortRun;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;3;Default;1;Default;Default;Default;Default;Default;Default;Default;3;"ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)";Mbs=10000;1;Workload;Warmup;1;13215484700;1;13215484700;0;0;0;2232
